game no.,winner name,KO counts,Damage percentages
207,postmabone,LONG:21 BEEF:15 Thomato:14 raki:3 postmabone:21 sivad:21 rupa:10 curt:14,LONG:15 BEEF:776 Thomato:1158 raki:719 postmabone:1378 sivad:509 rupa:36 curt:1317
208,LONG,rupa:7 curt:11 Thomato:0 BEEF:0 LONG:0,rupa:114 curt:0 Thomato:478 BEEF:794 LONG:0
209,BEEF,postmabone:1 LONG:2,postmabone:147 LONG:355
210,rupa,curt:8 LONG:6 Thomato:0 postmabone:14 raki:18 BEEF:5 sivad:21 rupa:13,curt:1528 LONG:265 Thomato:1288 postmabone:939 raki:570 BEEF:1330 sivad:36 rupa:1703
211,raki,LONG:6 BEEF:8 curt:16 raki:7 rupa:15 postmabone:6 sivad:9,LONG:1858 BEEF:1461 curt:93 raki:1580 rupa:913 postmabone:578 sivad:0
212,rupa,curt:5 raki:16 LONG:4 BEEF:9 sivad:9 Thomato:11 postmabone:12 rupa:12,curt:749 raki:1466 LONG:0 BEEF:100 sivad:1003 Thomato:1408 postmabone:1531 rupa:1050
213,Thomato,postmabone:8 sivad:10 rupa:11 curt:1 raki:14 Thomato:4,postmabone:1045 sivad:345 rupa:294 curt:1262 raki:591 Thomato:1129
214,BEEF,BEEF:5 LONG:6 rupa:6 sivad:7 postmabone:5,BEEF:590 LONG:975 rupa:239 sivad:572 postmabone:884
215,curt,curt:3 postmabone:3 BEEF:7 raki:13 LONG:15 sivad:1,curt:521 postmabone:697 BEEF:1729 raki:844 LONG:108 sivad:1229
216,BEEF,raki:3 curt:3 postmabone:3,raki:195 curt:0 postmabone:2
217,BEEF,curt:3 Thomato:5 rupa:17 sivad:1 LONG:12 BEEF:0 postmabone:16,curt:1655 Thomato:283 rupa:859 sivad:503 LONG:1327 BEEF:879 postmabone:283
218,Thomato,curt:8 sivad:2 rupa:2 BEEF:7 Thomato:6,curt:289 sivad:1345 rupa:884 BEEF:842 Thomato:0
219,BEEF,curt:11 BEEF:2 raki:7 sivad:1 LONG:8 postmabone:9,curt:2092 BEEF:61 raki:1088 sivad:1828 LONG:1277 postmabone:140
220,LONG,rupa:18 raki:0 postmabone:12 sivad:7 BEEF:11 LONG:11 curt:9,rupa:1210 raki:0 postmabone:614 sivad:340 BEEF:1525 LONG:1527 curt:813
221,sivad,BEEF:1 rupa:3,BEEF:117 rupa:143
222,LONG,sivad:8 LONG:8 Thomato:3 raki:0,sivad:504 LONG:353 Thomato:843 raki:639
223,BEEF,curt:9 BEEF:10 postmabone:5 rupa:13 LONG:15 sivad:8,curt:661 BEEF:979 postmabone:0 rupa:269 LONG:1768 sivad:1097
224,raki,postmabone:2 Thomato:1,postmabone:52 Thomato:81
225,postmabone,BEEF:1 rupa:2 sivad:2,BEEF:552 rupa:252 sivad:319
226,sivad,raki:6 postmabone:4 sivad:9 Thomato:1,raki:639 postmabone:1066 sivad:313 Thomato:672
227,curt,curt:2 raki:4 BEEF:1,curt:651 raki:211 BEEF:119
228,BEEF,Thomato:9 BEEF:3 rupa:6 postmabone:7,Thomato:824 BEEF:264 rupa:789 postmabone:762
229,rupa,LONG:9 BEEF:5 sivad:9 raki:3,LONG:686 BEEF:391 sivad:231 raki:538
230,rupa,curt:15 Thomato:10 sivad:4 raki:13 LONG:8 postmabone:17 BEEF:18,curt:674 Thomato:927 sivad:803 raki:129 LONG:1126 postmabone:0 BEEF:1152
231,BEEF,Thomato:7 postmabone:9 sivad:6 curt:9 LONG:8 rupa:8 BEEF:2,Thomato:1050 postmabone:688 sivad:1776 curt:910 LONG:393 rupa:2059 BEEF:687
232,postmabone,postmabone:2 curt:0 LONG:9 BEEF:0,postmabone:834 curt:378 LONG:598 BEEF:334
233,Thomato,postmabone:2 LONG:0,postmabone:186 LONG:0
234,raki,raki:3 LONG:1 curt:5,raki:194 LONG:203 curt:0
235,sivad,Thomato:6 LONG:13 rupa:12 postmabone:11 raki:13 curt:11,Thomato:246 LONG:1231 rupa:0 postmabone:1798 raki:854 curt:931
236,curt,Thomato:5 rupa:7 BEEF:4 raki:12 sivad:6 LONG:5,Thomato:657 rupa:658 BEEF:251 raki:1403 sivad:263 LONG:901
237,raki,BEEF:9 raki:13 curt:18 LONG:16 sivad:8 rupa:6 postmabone:19 Thomato:8,BEEF:786 raki:1505 curt:845 LONG:1564 sivad:533 rupa:1896 postmabone:818 Thomato:805
238,postmabone,Thomato:1 raki:12 postmabone:1 rupa:5 sivad:6 LONG:10,Thomato:0 raki:891 postmabone:197 rupa:702 sivad:1499 LONG:0
239,raki,curt:2 postmabone:3,curt:114 postmabone:158
240,postmabone,curt:6 postmabone:6 sivad:7 Thomato:3 rupa:6 BEEF:0 LONG:12 raki:5,curt:1758 postmabone:1540 sivad:1900 Thomato:975 rupa:432 BEEF:771 LONG:1271 raki:825
241,sivad,LONG:1 curt:2 sivad:3,LONG:56 curt:310 sivad:199
242,LONG,sivad:4 BEEF:3 Thomato:8 postmabone:2,sivad:621 BEEF:714 Thomato:841 postmabone:618
243,postmabone,raki:11 sivad:4 LONG:10 BEEF:13 rupa:6 Thomato:4 curt:6,raki:61 sivad:648 LONG:443 BEEF:889 rupa:0 Thomato:984 curt:95
244,curt,Thomato:3 rupa:6 sivad:3 postmabone:2,Thomato:300 rupa:454 sivad:37 postmabone:953
245,LONG,BEEF:11 Thomato:15 postmabone:2 LONG:6 raki:5 curt:7,BEEF:1221 Thomato:1231 postmabone:1926 LONG:742 raki:394 curt:1017
246,LONG,curt:1 sivad:5 BEEF:9 rupa:12 postmabone:1,curt:464 sivad:776 BEEF:1059 rupa:170 postmabone:904
247,sivad,BEEF:2 rupa:1 postmabone:4 curt:9 LONG:14 raki:3,BEEF:1111 rupa:0 postmabone:654 curt:610 LONG:1669 raki:2236
248,sivad,LONG:4 postmabone:5 BEEF:7 rupa:3,LONG:596 postmabone:327 BEEF:225 rupa:646
249,sivad,LONG:3 raki:1 curt:1,LONG:353 raki:375 curt:349
250,curt,Thomato:0 LONG:3 sivad:5,Thomato:344 LONG:1 sivad:523
251,BEEF,BEEF:8 LONG:8 curt:4 postmabone:5,BEEF:502 LONG:638 curt:200 postmabone:760
252,postmabone,rupa:17 Thomato:4 postmabone:9 BEEF:10 curt:6 sivad:4 LONG:12 raki:7,rupa:1023 Thomato:0 postmabone:575 BEEF:1846 curt:1677 sivad:1451 LONG:2341 raki:795
253,BEEF,curt:0 postmabone:10 rupa:2 Thomato:10 LONG:13 sivad:5,curt:1205 postmabone:1117 rupa:722 Thomato:35 LONG:1135 sivad:0
254,rupa,LONG:15 Thomato:2 raki:10 postmabone:10 rupa:4 curt:9,LONG:670 Thomato:715 raki:1042 postmabone:313 rupa:1247 curt:870
255,Thomato,raki:0 rupa:5 sivad:6 Thomato:5,raki:628 rupa:341 sivad:114 Thomato:1210
256,sivad,BEEF:4 Thomato:10 curt:8 LONG:16 rupa:7 postmabone:6 sivad:9,BEEF:1227 Thomato:2253 curt:0 LONG:882 rupa:1728 postmabone:1343 sivad:751
257,LONG,Thomato:12 curt:14 BEEF:12 postmabone:5 LONG:16 sivad:8 rupa:14 raki:12,Thomato:2237 curt:0 BEEF:1461 postmabone:997 LONG:928 sivad:1310 rupa:635 raki:0
258,Thomato,sivad:4 raki:5 rupa:2,sivad:151 raki:556 rupa:466
259,rupa,BEEF:4 Thomato:5 LONG:4 raki:9,BEEF:797 Thomato:773 LONG:437 raki:16
260,BEEF,Thomato:2 LONG:1 sivad:9 curt:0,Thomato:380 LONG:1394 sivad:629 curt:351
261,LONG,rupa:4 postmabone:2 sivad:1,rupa:299 postmabone:467 sivad:562
262,rupa,sivad:8 rupa:9 curt:9 Thomato:7 raki:9,sivad:0 rupa:699 curt:709 Thomato:956 raki:693
263,sivad,raki:6 Thomato:9 postmabone:8 curt:4,raki:620 Thomato:868 postmabone:565 curt:768
264,postmabone,postmabone:0 Thomato:4 rupa:1 BEEF:8 sivad:12,postmabone:926 Thomato:424 rupa:877 BEEF:651 sivad:143
265,curt,LONG:12 Thomato:12 BEEF:0 sivad:5 raki:11 rupa:10 curt:11 postmabone:3,LONG:1631 Thomato:1634 BEEF:1625 sivad:0 raki:208 rupa:430 curt:1922 postmabone:0
266,curt,LONG:0 curt:10 raki:12 postmabone:15 sivad:0 BEEF:7,LONG:1579 curt:451 raki:376 postmabone:1026 sivad:1301 BEEF:17
267,curt,curt:4 rupa:4 sivad:1 BEEF:7 raki:15 Thomato:13,curt:1311 rupa:666 sivad:602 BEEF:1778 raki:240 Thomato:108
268,BEEF,LONG:10 curt:0 BEEF:5 rupa:5 raki:2,LONG:229 curt:630 BEEF:586 rupa:0 raki:450
269,sivad,curt:10 postmabone:4 rupa:8 BEEF:12 sivad:0,curt:391 postmabone:584 rupa:1203 BEEF:948 sivad:443
270,curt,sivad:3 curt:6 Thomato:1 BEEF:2,sivad:941 curt:1112 Thomato:102 BEEF:298
271,Thomato,Thomato:4 postmabone:2 sivad:6,Thomato:432 postmabone:78 sivad:416
272,BEEF,raki:0 sivad:2 Thomato:13 LONG:8 rupa:8 BEEF:12 curt:9,raki:0 sivad:742 Thomato:2532 LONG:1243 rupa:747 BEEF:1437 curt:720
273,LONG,sivad:11 curt:6 BEEF:11 Thomato:10 raki:13 LONG:9,sivad:272 curt:120 BEEF:234 Thomato:879 raki:501 LONG:1154
274,BEEF,sivad:4 curt:16 LONG:14 Thomato:4 BEEF:12 rupa:14 postmabone:15 raki:7,sivad:938 curt:155 LONG:736 Thomato:1092 BEEF:1143 rupa:2540 postmabone:726 raki:1951
275,BEEF,raki:4 postmabone:14 curt:11 sivad:16 rupa:12 LONG:12 BEEF:4,raki:784 postmabone:137 curt:683 sivad:1283 rupa:237 LONG:1348 BEEF:1734
276,raki,LONG:4 sivad:6 raki:1,LONG:645 sivad:14 raki:429
277,rupa,BEEF:9 sivad:3 rupa:5 curt:2,BEEF:478 sivad:664 rupa:428 curt:570
278,BEEF,Thomato:0 rupa:1 curt:4,Thomato:330 rupa:201 curt:260
279,LONG,postmabone:2 LONG:1,postmabone:133 LONG:19
280,rupa,Thomato:5 curt:11 rupa:14 raki:15 LONG:14 sivad:0 BEEF:3 postmabone:13,Thomato:1376 curt:596 rupa:332 raki:1116 LONG:1371 sivad:1228 BEEF:630 postmabone:222
281,BEEF,postmabone:4 rupa:0 BEEF:0,postmabone:306 rupa:344 BEEF:0
282,rupa,curt:4 LONG:4 sivad:10 postmabone:0 rupa:5,curt:657 LONG:675 sivad:108 postmabone:638 rupa:0
283,sivad,sivad:2 raki:4 rupa:5,sivad:459 raki:444 rupa:267
284,BEEF,Thomato:4 raki:2 LONG:3,Thomato:45 raki:424 LONG:277
285,postmabone,BEEF:1 sivad:5 LONG:13 Thomato:14 postmabone:10 rupa:16 curt:13,BEEF:589 sivad:641 LONG:916 Thomato:635 postmabone:469 rupa:1805 curt:1487
286,curt,BEEF:8 curt:10 postmabone:13 raki:11 Thomato:14 LONG:3,BEEF:929 curt:474 postmabone:1129 raki:766 Thomato:837 LONG:0
287,postmabone,Thomato:11 LONG:10 curt:0 postmabone:11 raki:6 BEEF:2 sivad:7,Thomato:1055 LONG:0 curt:345 postmabone:1361 raki:1083 BEEF:866 sivad:655
288,Thomato,curt:4 LONG:0 Thomato:5 raki:7 sivad:5,curt:809 LONG:186 Thomato:0 raki:770 sivad:677
289,curt,Thomato:10 rupa:5 sivad:12 raki:6 curt:2,Thomato:321 rupa:217 sivad:194 raki:1018 curt:0
290,postmabone,BEEF:1 sivad:15 Thomato:17 raki:3 LONG:8 rupa:8 curt:6 postmabone:7,BEEF:185 sivad:1827 Thomato:2586 raki:499 LONG:1274 rupa:253 curt:856 postmabone:312
291,Thomato,sivad:8 LONG:12 Thomato:10 rupa:0 raki:0,sivad:689 LONG:116 Thomato:95 rupa:564 raki:227
292,curt,Thomato:3 BEEF:6 LONG:0,Thomato:326 BEEF:272 LONG:0
293,LONG,curt:16 raki:0 postmabone:10 BEEF:5 Thomato:10 rupa:7 sivad:5,curt:1352 raki:93 postmabone:1649 BEEF:1416 Thomato:1708 rupa:159 sivad:0
294,curt,rupa:6 curt:9 sivad:8 LONG:7,rupa:65 curt:432 sivad:945 LONG:49
295,curt,curt:1 BEEF:0,curt:45 BEEF:99
296,Thomato,Thomato:2 BEEF:2,Thomato:154 BEEF:67
297,LONG,LONG:11 rupa:21 sivad:5 Thomato:5 curt:9 postmabone:7 BEEF:6 raki:11,LONG:1619 rupa:2047 sivad:2267 Thomato:1008 curt:2851 postmabone:822 BEEF:1154 raki:417
298,postmabone,LONG:11 BEEF:7 sivad:9 raki:12 postmabone:5 curt:10,LONG:761 BEEF:640 sivad:610 raki:481 postmabone:522 curt:1039
299,BEEF,rupa:7 raki:2 Thomato:4 sivad:3,rupa:971 raki:487 Thomato:148 sivad:289
300,raki,postmabone:0 rupa:7 BEEF:7 sivad:6 Thomato:8,postmabone:709 rupa:547 BEEF:182 sivad:639 Thomato:640
301,LONG,Thomato:5 BEEF:1 LONG:7 sivad:3 raki:15 rupa:13,Thomato:921 BEEF:424 LONG:2345 sivad:548 raki:1178 rupa:709
302,raki,rupa:2 LONG:3,rupa:88 LONG:109
303,postmabone,raki:6 BEEF:12 postmabone:8 Thomato:14 sivad:12 curt:9 LONG:7 rupa:18,raki:1163 BEEF:737 postmabone:1893 Thomato:684 sivad:0 curt:824 LONG:1392 rupa:1977
304,curt,raki:15 LONG:8 sivad:0 Thomato:9 rupa:8 postmabone:6 BEEF:10,raki:30 LONG:787 sivad:54 Thomato:1155 rupa:1791 postmabone:639 BEEF:454
305,Thomato,LONG:3 rupa:5 postmabone:1,LONG:439 rupa:291 postmabone:659
306,raki,postmabone:12 BEEF:18 curt:18 rupa:16 LONG:10 sivad:3 raki:12,postmabone:992 BEEF:782 curt:1680 rupa:966 LONG:1192 sivad:1218 raki:0
307,postmabone,LONG:3 rupa:4 Thomato:0 postmabone:14 BEEF:7 curt:18 raki:0,LONG:0 rupa:756 Thomato:159 postmabone:1034 BEEF:729 curt:1035 raki:1573
308,curt,BEEF:10 sivad:6 rupa:6 LONG:4 curt:13 Thomato:13 raki:15,BEEF:0 sivad:762 rupa:1229 LONG:0 curt:1208 Thomato:764 raki:319
309,sivad,postmabone:1 rupa:3 raki:11 sivad:7 BEEF:3,postmabone:476 rupa:428 raki:564 sivad:1234 BEEF:98
310,rupa,curt:4 postmabone:6 sivad:5,curt:325 postmabone:339 sivad:0
311,LONG,BEEF:7 Thomato:7 sivad:7 rupa:2 LONG:0,BEEF:855 Thomato:838 sivad:429 rupa:1180 LONG:390
312,postmabone,sivad:12 raki:10 postmabone:7 curt:12 BEEF:2,sivad:588 raki:872 postmabone:312 curt:890 BEEF:262
313,LONG,postmabone:4 rupa:5 raki:10 LONG:6 BEEF:5 sivad:1,postmabone:34 rupa:681 raki:1329 LONG:1479 BEEF:0 sivad:749
314,raki,curt:6 sivad:2 LONG:7 Thomato:12 BEEF:0,curt:737 sivad:700 LONG:1489 Thomato:642 BEEF:385
315,curt,LONG:2 sivad:1,LONG:44 sivad:136
316,LONG,BEEF:1 raki:4 rupa:1,BEEF:36 raki:277 rupa:99
317,BEEF,LONG:0 postmabone:12 raki:13 BEEF:13 Thomato:18 rupa:18 curt:5 sivad:14,LONG:1480 postmabone:1933 raki:189 BEEF:982 Thomato:206 rupa:1144 curt:1118 sivad:161
318,postmabone,raki:4 BEEF:6 curt:5,raki:109 BEEF:193 curt:415
319,rupa,postmabone:13 BEEF:5 Thomato:9 curt:15 sivad:21 raki:16 rupa:0 LONG:12,postmabone:528 BEEF:1514 Thomato:839 curt:1157 sivad:2382 raki:1632 rupa:1582 LONG:0
320,BEEF,sivad:2 LONG:3 BEEF:2,sivad:36 LONG:185 BEEF:150
321,postmabone,sivad:0 curt:3 rupa:8 LONG:2 postmabone:5 BEEF:8,sivad:642 curt:123 rupa:6 LONG:347 postmabone:1822 BEEF:706
322,rupa,curt:10 Thomato:6 BEEF:9 sivad:5 LONG:9 postmabone:13 raki:8 rupa:0,curt:1540 Thomato:1973 BEEF:2239 sivad:884 LONG:483 postmabone:607 raki:1221 rupa:117
323,LONG,postmabone:6 sivad:8 LONG:7 BEEF:6,postmabone:516 sivad:42 LONG:261 BEEF:614
324,LONG,LONG:10 curt:15 sivad:9 postmabone:10 rupa:12 raki:2,LONG:460 curt:414 sivad:432 postmabone:956 rupa:963 raki:612
325,sivad,curt:17 postmabone:7 LONG:5 sivad:18 raki:11 BEEF:12 rupa:18,curt:654 postmabone:1509 LONG:1342 sivad:1981 raki:1142 BEEF:0 rupa:835
326,sivad,curt:12 rupa:4 LONG:11 BEEF:11 Thomato:15 raki:11,curt:875 rupa:622 LONG:745 BEEF:1149 Thomato:576 raki:636
327,sivad,Thomato:9 curt:13 LONG:4 sivad:4 rupa:4 BEEF:7,Thomato:268 curt:1101 LONG:1363 sivad:1829 rupa:911 BEEF:1043
328,curt,postmabone:7 curt:5 rupa:8 LONG:3 Thomato:3,postmabone:786 curt:537 rupa:747 LONG:715 Thomato:777
329,Thomato,postmabone:0 rupa:3 raki:3 LONG:9 BEEF:0,postmabone:817 rupa:674 raki:745 LONG:470 BEEF:474
330,postmabone,Thomato:4 postmabone:11 sivad:14 raki:7 LONG:15 curt:6,Thomato:0 postmabone:1313 sivad:1234 raki:805 LONG:855 curt:1122
331,raki,BEEF:17 rupa:6 postmabone:0 raki:9 Thomato:3 LONG:0 sivad:12,BEEF:1118 rupa:1113 postmabone:1848 raki:961 Thomato:224 LONG:559 sivad:694
332,rupa,raki:6 LONG:0 BEEF:11 postmabone:13 sivad:10 Thomato:8,raki:239 LONG:962 BEEF:434 postmabone:59 sivad:643 Thomato:777
333,postmabone,BEEF:6 raki:8 rupa:0 LONG:8 curt:10,BEEF:839 raki:1219 rupa:0 LONG:458 curt:1167
334,sivad,Thomato:3 BEEF:0 curt:12 raki:14 postmabone:10 LONG:16 sivad:21 rupa:5,Thomato:0 BEEF:0 curt:820 raki:1436 postmabone:1567 LONG:1062 sivad:0 rupa:390
335,postmabone,postmabone:3 Thomato:1 sivad:6,postmabone:348 Thomato:770 sivad:644
336,BEEF,LONG:3 curt:6 Thomato:9 BEEF:8,LONG:291 curt:83 Thomato:869 BEEF:328
337,raki,curt:2 Thomato:3,curt:236 Thomato:198
338,raki,LONG:0 curt:12 sivad:16 BEEF:14 Thomato:8 raki:6 postmabone:16,LONG:0 curt:213 sivad:456 BEEF:1924 Thomato:693 raki:107 postmabone:902
339,LONG,BEEF:0 raki:5 curt:3,BEEF:134 raki:623 curt:377
340,postmabone,Thomato:14 rupa:2 curt:15 LONG:9 raki:13 postmabone:17 BEEF:8,Thomato:751 rupa:1120 curt:470 LONG:0 raki:802 postmabone:813 BEEF:982
341,LONG,sivad:3 postmabone:5 Thomato:3,sivad:574 postmabone:18 Thomato:235
342,rupa,raki:1 postmabone:0,raki:152 postmabone:176
343,Thomato,sivad:2 BEEF:0 raki:14 rupa:7 Thomato:15 curt:11,sivad:1308 BEEF:1010 raki:621 rupa:1003 Thomato:485 curt:911
344,BEEF,raki:5 BEEF:9 sivad:6 postmabone:12 LONG:12,raki:640 BEEF:1012 sivad:537 postmabone:32 LONG:498
345,raki,BEEF:0 curt:15 sivad:6 LONG:0 postmabone:4 Thomato:15,BEEF:958 curt:0 sivad:585 LONG:722 postmabone:674 Thomato:683
346,Thomato,Thomato:5 postmabone:0 BEEF:11 LONG:0 rupa:12,Thomato:478 postmabone:437 BEEF:644 LONG:899 rupa:0
347,BEEF,raki:4 Thomato:6 LONG:2 rupa:1,raki:856 Thomato:593 LONG:659 rupa:882
348,rupa,postmabone:0 Thomato:1,postmabone:98 Thomato:53
349,raki,raki:6 LONG:3 rupa:0 curt:8 BEEF:0,raki:342 LONG:849 rupa:0 curt:46 BEEF:245
350,raki,sivad:2 Thomato:5 postmabone:4,sivad:243 Thomato:150 postmabone:610
351,postmabone,raki:4 sivad:0 Thomato:1,raki:268 sivad:372 Thomato:293
352,curt,raki:10 curt:7 LONG:5 postmabone:2 BEEF:8,raki:1049 curt:193 LONG:1178 postmabone:402 BEEF:151
353,BEEF,Thomato:15 raki:7 rupa:15 sivad:13 BEEF:6 curt:15,Thomato:682 raki:537 rupa:1013 sivad:260 BEEF:1062 curt:1325
354,BEEF,LONG:0 sivad:3 curt:4 Thomato:13 BEEF:0 rupa:6,LONG:869 sivad:549 curt:918 Thomato:557 BEEF:864 rupa:1017
355,postmabone,raki:1 postmabone:2,raki:173 postmabone:29
356,postmabone,BEEF:1 sivad:3 rupa:1,BEEF:118 sivad:432 rupa:458
357,raki,postmabone:8 BEEF:9 rupa:4 sivad:3 LONG:0,postmabone:884 BEEF:0 rupa:575 sivad:1012 LONG:1314
358,postmabone,Thomato:10 BEEF:0 raki:1 rupa:9 curt:8,Thomato:1115 BEEF:848 raki:184 rupa:1200 curt:276
359,raki,LONG:0 Thomato:15 curt:21 postmabone:20 rupa:9 raki:14 BEEF:9 sivad:9,LONG:1482 Thomato:2475 curt:660 postmabone:314 rupa:1252 raki:1460 BEEF:1091 sivad:1872
360,rupa,postmabone:8 curt:15 Thomato:11 rupa:12 raki:4 sivad:17 LONG:6,postmabone:1284 curt:0 Thomato:26 rupa:2229 raki:1083 sivad:1248 LONG:536
361,raki,sivad:5 curt:9 LONG:7 BEEF:12 postmabone:4,sivad:372 curt:934 LONG:984 BEEF:553 postmabone:1504
362,LONG,postmabone:3 rupa:8 raki:4 sivad:8,postmabone:435 rupa:269 raki:432 sivad:332
363,rupa,raki:14 rupa:15 curt:9 LONG:16 postmabone:12 sivad:21 Thomato:14 BEEF:20,raki:754 rupa:1518 curt:0 LONG:1082 postmabone:1961 sivad:114 Thomato:0 BEEF:1045
364,postmabone,BEEF:0 LONG:4 postmabone:4,BEEF:402 LONG:233 postmabone:0
365,Thomato,postmabone:2 rupa:1,postmabone:165 rupa:104
366,raki,curt:6 postmabone:13 raki:14 Thomato:10 rupa:8 BEEF:6,curt:1305 postmabone:428 raki:745 Thomato:1324 rupa:821 BEEF:1565
367,raki,BEEF:15 postmabone:9 rupa:8 Thomato:13 sivad:6 LONG:9,BEEF:1338 postmabone:0 rupa:895 Thomato:891 sivad:1713 LONG:340
368,BEEF,Thomato:3 curt:7 raki:5 sivad:9,Thomato:289 curt:362 raki:211 sivad:257
369,Thomato,Thomato:9 sivad:9 BEEF:8 postmabone:8 LONG:9 raki:15,Thomato:453 sivad:798 BEEF:776 postmabone:0 LONG:116 raki:19
370,postmabone,sivad:3 raki:2,sivad:147 raki:29
371,rupa,LONG:9 raki:12 sivad:7 Thomato:6 postmabone:6,LONG:1014 raki:1104 sivad:519 Thomato:378 postmabone:243
372,LONG,sivad:10 Thomato:18 rupa:4 BEEF:18 raki:14 LONG:16 postmabone:0,sivad:723 Thomato:960 rupa:1434 BEEF:722 raki:1258 LONG:0 postmabone:1145
373,postmabone,postmabone:5 raki:1 BEEF:9 sivad:3 curt:3,postmabone:259 raki:731 BEEF:708 sivad:0 curt:473
374,curt,Thomato:3 sivad:1 raki:3,Thomato:204 sivad:533 raki:650
375,Thomato,curt:21 LONG:4 raki:17 BEEF:11 postmabone:6 Thomato:0 rupa:0 sivad:13,curt:216 LONG:0 raki:202 BEEF:1413 postmabone:1294 Thomato:1759 rupa:609 sivad:442
376,sivad,raki:5 LONG:1 sivad:2,raki:190 LONG:321 sivad:221
377,raki,sivad:7 Thomato:9 LONG:4 postmabone:4 raki:8 BEEF:10,sivad:1052 Thomato:433 LONG:342 postmabone:557 raki:789 BEEF:1031
378,raki,sivad:4 LONG:2 raki:4,sivad:98 LONG:527 raki:105
379,curt,LONG:15 BEEF:6 sivad:9 postmabone:11 Thomato:10 rupa:10 raki:0 curt:19,LONG:771 BEEF:1197 sivad:770 postmabone:1852 Thomato:704 rupa:727 raki:1127 curt:1807
380,BEEF,LONG:2 rupa:3,LONG:174 rupa:108
381,curt,sivad:15 curt:5 rupa:4 BEEF:7 raki:6 postmabone:0,sivad:808 curt:845 rupa:1530 BEEF:604 raki:656 postmabone:0
382,rupa,sivad:2 Thomato:0 raki:18 postmabone:5 rupa:6 curt:7 BEEF:0,sivad:1137 Thomato:1039 raki:1971 postmabone:681 rupa:139 curt:1687 BEEF:365
383,Thomato,LONG:15 postmabone:4 Thomato:0 curt:11 raki:4 sivad:3,LONG:546 postmabone:804 Thomato:87 curt:135 raki:942 sivad:301
384,rupa,Thomato:0 raki:6 sivad:3 LONG:10 postmabone:4,Thomato:511 raki:160 sivad:0 LONG:0 postmabone:366
385,curt,Thomato:6 sivad:0 BEEF:1 rupa:2 LONG:5,Thomato:603 sivad:966 BEEF:1042 rupa:1066 LONG:241
386,LONG,sivad:1 curt:6 Thomato:4 rupa:6 raki:9 postmabone:4,sivad:237 curt:751 Thomato:437 rupa:854 raki:1314 postmabone:672
387,raki,sivad:1 raki:1 curt:3 BEEF:6,sivad:515 raki:675 curt:227 BEEF:640
388,postmabone,BEEF:7 LONG:14 Thomato:18 postmabone:14 curt:13 rupa:5 raki:10,BEEF:875 LONG:1857 Thomato:1400 postmabone:1517 curt:1091 rupa:1010 raki:345
389,BEEF,sivad:12 BEEF:13 Thomato:8 LONG:14 raki:18 curt:11 postmabone:15,sivad:538 BEEF:550 Thomato:483 LONG:1431 raki:1029 curt:908 postmabone:1257
390,LONG,curt:2 sivad:0,curt:193 sivad:161
391,sivad,LONG:7 rupa:7 sivad:4 postmabone:6,LONG:301 rupa:100 sivad:283 postmabone:636
392,rupa,postmabone:14 Thomato:0 curt:9 raki:8 rupa:0 LONG:9 BEEF:11 sivad:12,postmabone:0 Thomato:848 curt:0 raki:2214 rupa:1823 LONG:345 BEEF:1945 sivad:1621
393,LONG,Thomato:5 sivad:5 raki:3 rupa:0 LONG:3,Thomato:250 sivad:506 raki:168 rupa:799 LONG:164
394,postmabone,Thomato:4 sivad:4 raki:3,Thomato:227 sivad:303 raki:373
395,sivad,sivad:9 BEEF:8 curt:15 Thomato:12 raki:6 postmabone:15,sivad:165 BEEF:727 curt:1769 Thomato:525 raki:863 postmabone:633
396,curt,BEEF:5 rupa:6 postmabone:1 sivad:3,BEEF:1257 rupa:369 postmabone:769 sivad:458
397,rupa,raki:4 rupa:5 sivad:1 BEEF:3,raki:506 rupa:548 sivad:756 BEEF:563
398,postmabone,Thomato:2 curt:3,Thomato:97 curt:225
399,Thomato,rupa:13 sivad:9 LONG:12 BEEF:12 curt:12 Thomato:10 postmabone:5,rupa:758 sivad:510 LONG:1079 BEEF:0 curt:2080 Thomato:794 postmabone:1042
400,LONG,postmabone:3 sivad:7 BEEF:8 raki:0,postmabone:920 sivad:0 BEEF:501 raki:518
401,Thomato,BEEF:0 LONG:5 postmabone:1 rupa:5 curt:4,BEEF:0 LONG:209 postmabone:1569 rupa:569 curt:982
402,rupa,sivad:14 curt:5 LONG:6 BEEF:4 postmabone:6 rupa:0 raki:0 Thomato:18,sivad:1732 curt:1085 LONG:354 BEEF:389 postmabone:679 rupa:619 raki:451 Thomato:1522
403,postmabone,curt:0 sivad:7 LONG:8 rupa:7 Thomato:11,curt:282 sivad:236 LONG:416 rupa:84 Thomato:829
404,rupa,postmabone:13 Thomato:0 LONG:10 curt:7 sivad:4 raki:12,postmabone:0 Thomato:1128 LONG:331 curt:529 sivad:795 raki:1067
405,LONG,postmabone:6 Thomato:1 LONG:0,postmabone:0 Thomato:235 LONG:589
406,sivad,LONG:12 Thomato:16 BEEF:9 sivad:10 rupa:21 postmabone:21 raki:9 curt:17,LONG:815 Thomato:2144 BEEF:110 sivad:1025 rupa:411 postmabone:0 raki:1773 curt:2369
407,curt,Thomato:1 postmabone:5 curt:3 raki:2,Thomato:394 postmabone:368 curt:565 raki:456
